,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
31,"RACE_White, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.19902762430939228,0.6736795580110497,0.11779005524861878,0.5918276704419275,0.8785002653030186,-0.016290786728121856,0.7994673287683585
32,"RACE_White, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F",LONG COVID_0,0.2001767955801105,0.6736795580110497,0.11862983425414364,0.5926253035990284,0.8796842601973506,-0.01622518091633346,0.8010326730449624
33,"RACE_White, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F",LONG COVID_0,0.19995580110497238,0.6736795580110497,0.11854143646408839,0.5928381962864722,0.8800002749626973,-0.01616469924605478,0.8014515089891483
34,"RACE_White, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0",LONG COVID_0,0.20349171270718233,0.6736795580110497,0.12083977900552487,0.5938314509122502,0.8814746474799673,-0.01624842806996124,0.8034113983514048
35,"RACE_White, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE",LONG COVID_0,0.20468508287292816,0.6736795580110497,0.12172375690607735,0.5946879723601814,0.8827460552846809,-0.016168399255211977,0.8051091991746558
36,"BIRTH GENDER_F, NUMBER DOSES_1, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.2054364640883978,0.6736795580110497,0.1232707182320442,0.6000430292598967,0.8906950227663799,-0.015127628094380521,0.8158888727082522
37,"BIRTH GENDER_F, NUMBER DOSES_1, TREAT ORAL_0",LONG COVID_0,0.2054364640883978,0.6736795580110497,0.1232707182320442,0.6000430292598967,0.8906950227663799,-0.015127628094380521,0.8158888727082522
38,"TREAT MONO_0, BIRTH GENDER_F, NUMBER DOSES_1, TREAT ORAL_0",LONG COVID_0,0.20415469613259668,0.6736795580110497,0.12251933701657458,0.6001298982463736,0.8908239698086998,-0.015015508439913311,0.81606611886679
39,"VACCINATED_1, NUMBER DOSES_1, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.20026519337016574,0.6736795580110497,0.120353591160221,0.600971088060031,0.8920726195616192,-0.014560975794389655,0.8177864616437688
40,"NUMBER DOSES_1, TREAT ORAL_0, CURRENT GENDER_F",LONG COVID_0,0.20026519337016574,0.6736795580110497,0.120353591160221,0.600971088060031,0.8920726195616192,-0.014560975794389655,0.8177864616437688
41,"BIRTH GENDER_F, NUMBER DOSES_1, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.20004419889502761,0.6736795580110497,0.12022099447513812,0.6009721608484313,0.8920742119928985,-0.014544693019138605,0.817788660266882
42,"TREAT MONO_0, NUMBER DOSES_1, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.19907182320441988,0.6736795580110497,0.119646408839779,0.6010213143872114,0.8921471747809118,-0.014464209029028424,0.817889410527675
43,"BIRTH GENDER_F, NUMBER DOSES_1, VACCINATED_1",LONG COVID_0,0.21224309392265192,0.6736795580110497,0.1281767955801105,0.6039150354019159,0.8964425715764563,-0.014807038124599353,0.8238647541697894
44,"BIRTH GENDER_F, NUMBER DOSES_1",LONG COVID_0,0.21224309392265192,0.6736795580110497,0.1281767955801105,0.6039150354019159,0.8964425715764563,-0.014807038124599353,0.8238647541697894
45,"NUMBER DOSES_1, TREAT MONO_0, BIRTH GENDER_F",LONG COVID_0,0.21060773480662984,0.6736795580110497,0.12720441988950276,0.60398740818468,0.8965500006677853,-0.014677705808736008,0.8240153185359556
46,"TREAT MONO_0, BIRTH GENDER_F, NUMBER DOSES_1, VACCINATED_1",LONG COVID_0,0.21060773480662984,0.6736795580110497,0.12720441988950276,0.60398740818468,0.8965500006677853,-0.014677705808736008,0.8240153185359556
47,"VACCINATED_1, BOOSTER_0, TREAT ORAL_0",LONG COVID_0,0.23319337016574584,0.6736795580110497,0.14099447513812155,0.6046247156937073,0.8974960105347152,-0.016103131406245225,0.8253435531801062
48,"RACE_White, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.17432044198895028,0.6736795580110497,0.10541436464088398,0.6047160243407708,0.8976315477437303,-0.01202175367052287,0.8255342034665938
49,"BOOSTER_0, TREAT MONO_0, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.23248618784530387,0.6736795580110497,0.14059668508287293,0.6047528517110267,0.8976862137489816,-0.01602450718842527,0.8256111230696866
50,"NUMBER DOSES_1, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.20539226519337017,0.6736795580110497,0.12424309392265194,0.604906391220142,0.8979141255318012,-0.014125476511705995,0.8259319683674574
51,"TREAT MONO_0, NUMBER DOSES_1, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.20539226519337017,0.6736795580110497,0.12424309392265194,0.604906391220142,0.8979141255318012,-0.014125476511705995,0.8259319683674574
52,"TREAT MONO_0, BIRTH GENDER_F, NUMBER DOSES_1, CURRENT GENDER_F",LONG COVID_0,0.20517127071823205,0.6736795580110497,0.12411049723756906,0.6049116760017234,0.8979219701836367,-0.014109193736454945,0.8259430162010398
53,"BOOSTER_0, VACCINATED_1",LONG COVID_0,0.2367292817679558,0.6736795580110497,0.14320441988950275,0.6049290515309932,0.8979477621630181,-0.016275258020206962,0.8259793418208021
54,"NUMBER DOSES_1, CURRENT GENDER_F",LONG COVID_0,0.2068950276243094,0.6736795580110497,0.12517127071823203,0.6049989318521682,0.898051491481125,-0.014209680046396639,0.8261254672527182
55,"NUMBER DOSES_1, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.2068950276243094,0.6736795580110497,0.12517127071823203,0.6049989318521682,0.898051491481125,-0.014209680046396639,0.8261254672527182
56,"BIRTH GENDER_F, NUMBER DOSES_1, CURRENT GENDER_F",LONG COVID_0,0.20667403314917127,0.6736795580110497,0.12503867403314917,0.6050042771599657,0.8980594259771831,-0.014193397271145575,0.8261366468545378
57,"BIRTH GENDER_F, NUMBER DOSES_1, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.20667403314917127,0.6736795580110497,0.12503867403314917,0.6050042771599657,0.8980594259771831,-0.014193397271145575,0.8261366468545378
58,"TREAT MONO_0, BOOSTER_0, VACCINATED_1",LONG COVID_0,0.23566850828729283,0.6736795580110497,0.14262983425414363,0.6052138034508626,0.8983704437131457,-0.0161352222459632,0.8265751053135784
59,"RACE_White, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, VACCINATED_1",LONG COVID_0,0.17825414364640885,0.6736795580110497,0.10811049723756906,0.6064964046615423,0.9002743180335516,-0.011975675467781818,0.8292692769637281
60,"BOOSTER_0, RACE_White, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.1640220994475138,0.6736795580110497,0.10019889502762432,0.6108865534896255,0.9067909902048797,-0.010299440432221224,0.8386254572167553
61,"RACE_White, TREAT MONO_0, BOOSTER_0, VACCINATED_1",LONG COVID_0,0.16596685082872928,0.6736795580110497,0.10143646408839779,0.611185086551265,0.9072341282785967,-0.010372010622386366,0.8392693559373345
62,"RACE_White, BOOSTER_0, VACCINATED_1",LONG COVID_0,0.1663646408839779,0.6736795580110497,0.10170165745856354,0.611317747077577,0.9074310476072812,-0.010374800280821703,0.839555805636643
63,"BOOSTER_0, TREAT ORAL_0",LONG COVID_0,0.3743646408839779,0.6736795580110497,0.22992265193370165,0.6141676505312869,0.9116614022615381,-0.022279153871981927,0.8457570818991458
64,"TREAT MONO_0, BOOSTER_0, TREAT ORAL_0",LONG COVID_0,0.3733038674033149,0.6736795580110497,0.2293038674033149,0.6142552687662799,0.9117914614773049,-0.022183316992765795,0.8459491875502375
65,BOOSTER_0,LONG COVID_0,0.3792707182320442,0.6736795580110497,0.23306077348066298,0.6144971448549119,0.9121504987759075,-0.02244615634443395,0.8464799615197042
66,"TREAT MONO_0, BOOSTER_0",LONG COVID_0,0.37767955801104974,0.6736795580110497,0.2321767955801105,0.6147454651843183,0.9125191018104711,-0.022258202130582105,0.8470255701080133
67,"BIRTH GENDER_F, TREAT ORAL_0",LONG COVID_0,0.6052154696132597,0.6736795580110497,0.3725524861878453,0.6155699992696999,0.9137430280459887,-0.035168803882665356,0.8488422895430655
68,"BIRTH GENDER_F, TREAT MONO_0, TREAT ORAL_0",LONG COVID_0,0.6025193370165746,0.6736795580110497,0.3709171270718232,0.6156103286384977,0.9138028923662257,-0.034987833582613426,0.8489313483193456
69,"BOOSTER_1, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, TREAT ORAL_0",LONG COVID_0,0.16229834254143646,0.6736795580110497,0.10002209944751381,0.6162854030501089,0.9148049628663374,-0.009314976221727056,0.8504248850130769
70,"CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5911160220994475,0.6736795580110497,0.36441988950276244,0.6164946911918648,0.9151156270972275,-0.03380289099844325,0.8508889824839582
71,"BIRTH GENDER_F, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5903646408839779,0.6736795580110497,0.3639779005524862,0.6165306580819047,0.915169015818337,-0.03373868978358413,0.8509687902472489
72,"TREAT MONO_0, TREAT ORAL_0, CURRENT GENDER_F",LONG COVID_0,0.5885524861878453,0.6736795580110497,0.36287292817679556,0.6165515169720637,0.9151999784472471,-0.03362285058453651,0.8510150813797223
73,"BIRTH GENDER_F, TREAT MONO_0, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5878011049723757,0.6736795580110497,0.3624309392265193,0.6165877133619069,0.9152537078344799,-0.033558649369677396,0.8510954222418218
74,"RACE_White, TREAT MONO_0, BOOSTER_0, TREAT ORAL_0",LONG COVID_0,0.2703204419889503,0.6736795580110497,0.16733701657458563,0.619032047089601,0.9188820407690738,-0.01477233930588201,0.8565561472980342
75,"SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, TREAT ORAL_0",LONG COVID_0,0.3950939226519337,0.6736795580110497,0.24459668508287294,0.6190849088264907,0.9189605079516698,-0.021570014102133633,0.8566750164285541
76,"RACE_White, BOOSTER_0, TREAT ORAL_0",LONG COVID_0,0.27067403314917127,0.6736795580110497,0.1676022099447514,0.6192031352057479,0.9191360014453513,-0.014745353072250528,0.8569409891682382
77,"SYMPTOM SEVERITY_MODERATE, TREAT ORAL_0",LONG COVID_0,0.39686187845303866,0.6736795580110497,0.24587845303867403,0.6195567435126407,0.9196608924008329,-0.02147928182900402,0.8577374849586608
78,"RACE_White, TREAT MONO_0, BOOSTER_0",LONG COVID_0,0.27323756906077346,0.6736795580110497,0.16932596685082874,0.6197023616952443,0.9198770458834078,-0.014748597906046795,0.858065917641723
79,"RACE_White, BOOSTER_0",LONG COVID_0,0.27390055248618783,0.6736795580110497,0.16976795580110499,0.6198160400193643,0.9200457883111217,-0.014753247336772357,0.8583224868444504
80,BIRTH GENDER_F,LONG COVID_0,0.6238674033149171,0.6736795580110497,0.38669613259668506,0.6198370527807298,0.9200769793441812,-0.033590583926009554,0.8583699289366443
81,"BIRTH GENDER_F, TREAT MONO_0",LONG COVID_0,0.6200220994475139,0.6736795580110497,0.38444198895027626,0.620045623039635,0.9203865779603556,-0.03325422496260799,0.8588411182403365
82,CURRENT GENDER_F,LONG COVID_0,0.609060773480663,0.6736795580110497,0.3781657458563536,0.620899854862119,0.9216545870788244,-0.032146046823967545,0.8607763573138848
83,"BIRTH GENDER_F, CURRENT GENDER_F",LONG COVID_0,0.6083093922651933,0.6736795580110497,0.37772375690607735,0.6209402019908451,0.921714477761637,-0.03208184560910837,0.8608679783580455
84,"TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.605524861878453,0.6736795580110497,0.376,0.6209489051094891,0.9217273965425922,-0.03192972131497818,0.8608877441264431
85,"BIRTH GENDER_F, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.6047734806629834,0.6736795580110497,0.37555801104972375,0.6209895490754951,0.921787727846285,-0.03186552010011906,0.8609800631960675
86,"BOOSTER_1, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.16552486187845303,0.6736795580110497,0.10280662983425415,0.62109479305741,0.9219439504608254,-0.00870408595586214,0.861219207363368
87,"BOOSTER_1, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.16680662983425415,0.6736795580110497,0.10369060773480664,0.6216216216216216,0.9227259670114938,-0.008683608925246486,0.8624183109707971
88,"BOOSTER_1, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F",LONG COVID_0,0.16680662983425415,0.6736795580110497,0.10369060773480664,0.6216216216216216,0.9227259670114938,-0.008683608925246486,0.8624183109707971
89,"BOOSTER_1, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, CURRENT GENDER_F",LONG COVID_0,0.16662983425414366,0.6736795580110497,0.10360220994475138,0.6217506631299734,0.922917514323294,-0.008652903147034596,0.8627125289609694
90,"BOOSTER_1, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0",LONG COVID_0,0.1696353591160221,0.6736795580110497,0.10559116022099448,0.6224596143824909,0.923969871106407,-0.008688713531332978,0.8643325440673506
91,"BIRTH GENDER_F, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.5142541436464089,0.6736795580110497,0.3203977900552486,0.6230339492909325,0.9248224053737927,-0.02604471414181503,0.8656494169041121
92,"BOOSTER_1, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE, VACCINATED_1",LONG COVID_0,0.17096132596685082,0.6736795580110497,0.10651933701657458,0.6230610134436402,0.9248625790029104,-0.008653813497756471,0.8657115703794649
93,"BOOSTER_1, BIRTH GENDER_F, SYMPTOM SEVERITY_MODERATE",LONG COVID_0,0.17096132596685082,0.6736795580110497,0.10651933701657458,0.6230610134436402,0.9248625790029104,-0.008653813497756471,0.8657115703794649
94,"BIRTH GENDER_F, TREAT MONO_0, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.5117348066298343,0.6736795580110497,0.3188508287292818,0.6230782518569701,0.9248881674494127,-0.025894449619975002,0.8657511634619766
95,"VACCINATED_1, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5027182320441989,0.6736795580110497,0.3136353591160221,0.6238790223316336,0.9260768193316632,-0.02503563725161012,0.8675943682053111
96,"VACCINATED_1, TREAT MONO_0, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5003314917127072,0.6736795580110497,0.3121767955801105,0.623939929328622,0.9261672287796924,-0.024886302615915235,0.8677348844996283
97,"BIRTH GENDER_F, VACCINATED_1, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.5020110497237569,0.6736795580110497,0.3132375690607735,0.6239654868814932,0.9262051660342333,-0.024957013033790165,0.8677938609483721
98,"RACE_White, BIRTH GENDER_F, TREAT MONO_0, TREAT ORAL_0",LONG COVID_0,0.43367955801104974,0.6736795580110497,0.2714254143646409,0.6258662861801876,0.9290266844788574,-0.02073563859467048,0.8722027177323837
99,"RACE_White, BIRTH GENDER_F, TREAT ORAL_0",LONG COVID_0,0.4352707182320442,0.6736795580110497,0.27244198895027627,0.6259138911454103,0.9290973485871217,-0.02079099612343943,0.8723137113754568
100,"SYMPTOM SEVERITY_MODERATE, TREAT MONO_0",LONG COVID_0,0.4110939226519337,0.6736795580110497,0.2573259668508287,0.6259541984732824,0.9291571801901334,-0.019619605262354622,0.872407712256173
101,"RACE_White, TREAT MONO_0, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.4251933701657459,0.6736795580110497,0.2662541436464088,0.6261954261954261,0.9295152550630833,-0.020189938036079547,0.8729707040972472
102,"RACE_White, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.4267403314917127,0.6736795580110497,0.2672265193370166,0.6262040393578457,0.9295280403143459,-0.02025971856780928,0.8729908194522902
103,"RACE_White, BIRTH GENDER_F, CURRENT GENDER_F, TREAT ORAL_0",LONG COVID_0,0.42625414364640885,0.6736795580110497,0.26696132596685085,0.6262961426793862,0.9296647571264343,-0.02019737712524039,0.8732059773977349
104,SYMPTOM SEVERITY_MODERATE,LONG COVID_0,0.41334806629834253,0.6736795580110497,0.25896132596685084,0.626497005988024,0.9299629156592996,-0.01950281664173864,0.8736755721387528
105,"SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.3431160220994475,0.6736795580110497,0.21502762430939226,0.6266907123534715,0.9302504505312487,-0.01612262580507312,0.8741289134438304
106,"SYMPTOM SEVERITY_MODERATE, TREAT ORAL_0, VACCINATED_1",LONG COVID_0,0.3447955801104972,0.6736795580110497,0.21630939226519336,0.6273554672477888,0.931237202892089,-0.0159723417478099,0.8756882586707263
107,"BIRTH GENDER_F, VACCINATED_1",LONG COVID_0,0.531889502762431,0.6736795580110497,0.3338342541436464,0.6276383579857071,0.9316571217311785,-0.02448883098806509,0.8763535369102939
108,"BIRTH GENDER_F, TREAT MONO_0, VACCINATED_1",LONG COVID_0,0.528353591160221,0.6736795580110497,0.33171270718232043,0.6278233227371591,0.9319316806802405,-0.02422830658404812,0.8767890680008792
109,"RACE_White, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, TREAT ORAL_0",LONG COVID_0,0.2968397790055249,0.6736795580110497,0.18651933701657458,0.6283502084574151,0.9327137820724981,-0.013455554103965095,0.8780320866978324
110,"CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.5197348066298343,0.6736795580110497,0.32667403314917126,0.6285398418232843,0.9329952710439448,-0.02346068166417392,0.878480329063202
111,"BIRTH GENDER_F, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.5190276243093923,0.6736795580110497,0.32627624309392267,0.6286298220216299,0.9331288363232761,-0.02338205744635391,0.8786931782334884
112,"TREAT MONO_0, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.5164198895027624,0.6736795580110497,0.32464088397790053,0.6286374529270797,0.9331401635267799,-0.023260638930435562,0.8787112339707063
113,"BIRTH GENDER_F, TREAT MONO_0, CURRENT GENDER_F, VACCINATED_1",LONG COVID_0,0.5157127071823204,0.6736795580110497,0.32424309392265194,0.6287281453548166,0.9332747860289152,-0.023182014712615606,0.8789258811466001
114,"RACE_White, SYMPTOM SEVERITY_MODERATE, TREAT ORAL_0",LONG COVID_0,0.2980773480662983,0.6736795580110497,0.18753591160220995,0.6291518386714117,0.9339037101391345,-0.013272704496199744,0.879930052288477
115,"RACE_White, BIRTH GENDER_F",LONG COVID_0,0.44941436464088397,0.6736795580110497,0.2835801104972376,0.6309992132179387,0.9366459256695883,-0.019181160037849865,0.8843353555819955
116,"RACE_White, BIRTH GENDER_F, TREAT MONO_0",LONG COVID_0,0.4471602209944751,0.6736795580110497,0.28216574585635357,0.6310170999308096,0.9366724764423675,-0.01907695418332772,0.8843782243777686
117,"RACE_White, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.43832044198895026,0.6736795580110497,0.2766850828729282,0.6312392860744177,0.9370022862769781,-0.01860243875339579,0.88491108099656
118,"RACE_White, CURRENT GENDER_F",LONG COVID_0,0.44048618784530386,0.6736795580110497,0.27805524861878456,0.6312462372065022,0.9370126044349241,-0.018691291718811953,0.884927761867178
119,"RACE_White, BIRTH GENDER_F, TREAT MONO_0, CURRENT GENDER_F",LONG COVID_0,0.4378342541436464,0.6736795580110497,0.2764198895027624,0.6313345447203714,0.9371436868060886,-0.018540097310826897,0.8851397312000385
120,"RACE_White, BIRTH GENDER_F, CURRENT GENDER_F",LONG COVID_0,0.44,0.6736795580110497,0.2777900552486188,0.6313410346559517,0.9371533203707458,-0.018628950276243117,0.8851553133514984
121,"SYMPTOM SEVERITY_MODERATE, TREAT MONO_0, VACCINATED_1",LONG COVID_0,0.35858563535911603,0.6736795580110497,0.22731491712707183,0.6339208677431283,0.9409827865561132,-0.014256895210768894,0.8913931804230146
122,"SYMPTOM SEVERITY_MODERATE, VACCINATED_1",LONG COVID_0,0.36070718232044197,0.6736795580110497,0.2289060773480663,0.6346036024996937,0.9419962279592947,-0.01409497780898017,0.8930587280589616
123,"RACE_White, SYMPTOM SEVERITY_MODERATE, TREAT MONO_0",LONG COVID_0,0.309524861878453,0.6736795580110497,0.1969502762430939,0.6362987291160931,0.944512448907729,-0.011570295900613536,0.8972210660575652
